Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD8478,12.63,Regular,0.109,Fruits and Vegetables,102.16,OUT004,2009,Medium,Tier 2,Supermarket Type2,2529.62
FD7127,7.06,Low Sugar,0.167,Meat,52.62,OUT002,1998,Small,Tier 3,Food Mart,258.72
FD4523,17.24,Low Sugar,0.067,Frozen Foods,188.7,OUT003,1999,Medium,Tier 1,Departmental Store,5341.76
NC1121,15.89,No Sugar,0.091,Household,215.83,OUT003,1999,Medium,Tier 1,Departmental Store,5592.31
FD8615,10.56,Regular,0.043,Seafood,121.36,OUT001,1987,High,Tier 2,Supermarket Type1,2454.94
FD712,12.78,Low Sugar,0.065,Fruits and Vegetables,194.5,OUT003,1999,Medium,Tier 1,Departmental Store,4453.75
FD1483,15.51,Low Sugar,0.013,Snack Foods,176.89,OUT001,1987,High,Tier 2,Supermarket Type1,4709.62
FD8092,12.23,Low Sugar,0.184,Dairy,138.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,3173.89
FD4456,13.11,Low Sugar,0.075,Snack Foods,170.56,OUT001,1987,High,Tier 2,Supermarket Type1,4037.65
FD890,11.49,Low Sugar,0.034,Snack Foods,140.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,3054.96
NC892,16.46,No Sugar,0.073,Health and Hygiene,126.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3894.09
DR8636,15.16,Regular,0.14,Soft Drinks,222.5,OUT003,1999,Medium,Tier 1,Departmental Store,5563.1
FD3001,10.63,Low Sugar,0.027,Dairy,121.9,OUT001,1987,High,Tier 2,Supermarket Type1,2483.01
FD8180,16.21,Low Sugar,0.107,Meat,186.36,OUT003,1999,Medium,Tier 1,Departmental Store,5061.92
DR5016,13.38,Low Sugar,0.016,Soft Drinks,156.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3808.44
FD3237,15.73,Low Sugar,0.016,Frozen Foods,154.08,OUT003,1999,Medium,Tier 1,Departmental Store,4291.93
FD1562,11.2,Low Sugar,0.057,Snack Foods,164.77,OUT004,2009,Medium,Tier 2,Supermarket Type2,3486.95
FD8166,11.41,Low Sugar,0.076,Fruits and Vegetables,144.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3115.23
FD2426,11.52,Low Sugar,0.127,Frozen Foods,165.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3581.75
FD4727,10.94,Low Sugar,0.027,Dairy,73.73,OUT002,1998,Small,Tier 3,Food Mart,1567.12
FD2384,12.7,Low Sugar,0.035,Fruits and Vegetables,179.62,OUT001,1987,High,Tier 2,Supermarket Type1,4130.91
FD4944,12.68,Regular,0.061,Dairy,154.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,3611.22
FD3160,13.8,Low Sugar,0.021,Canned,130.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3381.43
FD5092,13.03,Low Sugar,0.041,Canned,141.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3416.16
FD7479,13.1,Low Sugar,0.16,Snack Foods,139.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3399.29
FD81,11.12,Regular,0.094,Fruits and Vegetables,147.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,5339.9
FD2145,9.08,Low Sugar,0.054,Dairy,145.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,2620.42
DR2892,14.87,Regular,0.097,Soft Drinks,151.69,OUT001,1987,High,Tier 2,Supermarket Type1,4049.79
NC2451,15.96,No Sugar,0.076,Household,211.49,OUT003,1999,Medium,Tier 1,Departmental Store,5520.55
FD7159,13.42,Low Sugar,0.076,Baking Goods,177.88,OUT003,1999,Medium,Tier 1,Departmental Store,4257.32
DR724,13.67,Low Sugar,0.046,Soft Drinks,165.23,OUT001,1987,High,Tier 2,Supermarket Type1,4054.5
FD3295,11.5,Low Sugar,0.025,Baking Goods,134.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,2931.39
FD1280,9.39,Low Sugar,0.025,Canned,99.3,OUT002,1998,Small,Tier 3,Food Mart,1738.91
FD3334,10.66,Regular,0.025,Snack Foods,130.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,2663.66
NC7942,9.19,No Sugar,0.009,Health and Hygiene,135.05,OUT001,1987,High,Tier 2,Supermarket Type1,2424.95
FD2779,13.04,Low Sugar,0.142,Dairy,163.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3871.26
FD1580,13.06,Low Sugar,0.009,Snack Foods,156.35,OUT004,2009,Medium,Tier 2,Supermarket Type2,3735.19
DR4353,14.48,Low Sugar,0.173,Soft Drinks,172.2,OUT003,1999,Medium,Tier 1,Departmental Store,4381.85
DR5947,12.17,Low Sugar,0.041,Soft Drinks,118.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,2766.9
FD998,11.2,Low Sugar,0.026,Baking Goods,136.41,OUT004,2009,Medium,Tier 2,Supermarket Type2,2907.5
FD805,15.34,Low Sugar,0.035,Baking Goods,161.43,OUT003,1999,Medium,Tier 1,Departmental Store,4354.58
FD7506,14.22,Low Sugar,0.038,Dairy,136.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3596.68
NC214,13.69,No Sugar,0.015,Health and Hygiene,148.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,5059.75
FD1947,13.23,Low Sugar,0.075,Dairy,174.43,OUT001,1987,High,Tier 2,Supermarket Type1,4143.86
FD2941,11.95,Regular,0.031,Meat,145.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3271.57
FD1953,15.22,Regular,0.041,Frozen Foods,139.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3876.69
FD6055,15.56,Low Sugar,0.01,Frozen Foods,129.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3743.61
FD1956,10.07,Low Sugar,0.081,Starchy Foods,100.23,OUT002,1998,Small,Tier 3,Food Mart,1911.04
NC3173,8.32,No Sugar,0.233,Health and Hygiene,128.89,OUT002,1998,Small,Tier 3,Food Mart,2102.35
FD7019,13.17,Regular,0.048,Snack Foods,137.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,3372.49
NC118,10.72,No Sugar,0.011,Health and Hygiene,118.86,OUT002,1998,Small,Tier 3,Food Mart,734.99
NC7086,14.38,No Sugar,0.099,Health and Hygiene,126.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3429.31
FD3403,17.55,Low Sugar,0.039,Snack Foods,215.03,OUT003,1999,Medium,Tier 1,Departmental Store,5951.51
NC7790,16.4,No Sugar,0.033,Household,189.01,OUT003,1999,Medium,Tier 1,Departmental Store,5158.09
FD2102,12.24,Regular,0.051,Canned,177.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,3987.9
FD3305,11.08,Low Sugar,0.133,Snack Foods,138.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,2922.12
FD4217,14.93,Low Sugar,0.023,Meat,86.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,2735.23
FD7015,13.24,Regular,0.03,Starchy Foods,184.25,OUT003,1999,Medium,Tier 1,Departmental Store,4346.59
FD2921,14.43,Low Sugar,0.128,Frozen Foods,151.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3954.8
FD6441,11.48,Regular,0.146,Fruits and Vegetables,152.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,3306.35
FD1743,12.6,Low Sugar,0.042,Dairy,143.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3361.19
NC691,12.92,No Sugar,0.139,Health and Hygiene,165.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3886.78
FD2025,12.09,Regular,0.077,Dairy,168.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,3758.19
FD2867,14.43,Low Sugar,0.106,Fruits and Vegetables,172.82,OUT003,1999,Medium,Tier 1,Departmental Store,4382.21
NC1033,14.73,No Sugar,0.031,Household,194.18,OUT001,1987,High,Tier 2,Supermarket Type1,4888.66
FD1108,13.88,Regular,0.017,Starchy Foods,156.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3916.27
NC2614,9.44,No Sugar,0.09,Health and Hygiene,138.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,2560.36
FD4864,15.88,Low Sugar,0.082,Canned,175.63,OUT001,1987,High,Tier 2,Supermarket Type1,4768.83
NC4936,13.68,No Sugar,0.071,Household,166.14,OUT001,1987,High,Tier 2,Supermarket Type1,4075.6
FD265,12.34,Low Sugar,0.04,Frozen Foods,145.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,4169.21
FD4095,12.12,Low Sugar,0.095,Breakfast,161.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3623.21
FD7763,8.09,Low Sugar,0.034,Snack Foods,107.18,OUT002,1998,Small,Tier 3,Food Mart,1607.61
FD7122,14.21,Regular,0.111,Fruits and Vegetables,127.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3407.68
NC2726,15.89,No Sugar,0.091,Health and Hygiene,153.77,OUT003,1999,Medium,Tier 1,Departmental Store,4321.83
FD8454,13.95,Low Sugar,0.027,Dairy,179.69,OUT003,1999,Medium,Tier 1,Departmental Store,4414.92
FD3314,12.26,Low Sugar,0.079,Canned,103.41,OUT001,1987,High,Tier 2,Supermarket Type1,2472.82
FD8237,13.48,Regular,0.018,Frozen Foods,135.07,OUT004,2009,Medium,Tier 2,Supermarket Type2,3394.93
FD3459,7.98,Low Sugar,0.097,Meat,95.02,OUT002,1998,Small,Tier 3,Food Mart,1332.44
FD1375,13.94,Regular,0.074,Canned,103.4,OUT004,2009,Medium,Tier 2,Supermarket Type2,2850.82
FD6963,13.56,Low Sugar,0.082,Frozen Foods,134.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,3394.56
NC2134,13.39,No Sugar,0.056,Household,151.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3712.95
FD4670,13.26,Low Sugar,0.023,Dairy,171.35,OUT001,1987,High,Tier 2,Supermarket Type1,4088.04
FD5542,13.97,Regular,0.104,Snack Foods,147.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3760.57
FD4920,11.14,Low Sugar,0.076,Starchy Foods,102.47,OUT002,1998,Small,Tier 3,Food Mart,2200.65
FD7931,10.97,Low Sugar,0.02,Fruits and Vegetables,127.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,2673.83
FD2295,18.25,Low Sugar,0.041,Breads,161.68,OUT003,1999,Medium,Tier 1,Departmental Store,5018.14
FD3037,12.34,Low Sugar,0.01,Fruits and Vegetables,134.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3120.62
FD2737,11.58,Low Sugar,0.025,Fruits and Vegetables,125.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,2774.19
FD3925,13.65,Regular,0.151,Frozen Foods,142.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,3579.45
FD577,13.1,Low Sugar,0.085,Fruits and Vegetables,219.68,OUT003,1999,Medium,Tier 1,Departmental Store,5106.17
FD7618,15.74,Low Sugar,0.036,Baking Goods,160.1,OUT003,1999,Medium,Tier 1,Departmental Store,4419.32
FD5984,15.76,Regular,0.042,Breads,239.66,OUT003,1999,Medium,Tier 1,Departmental Store,6050.12
FD8158,9.97,Low Sugar,0.039,Snack Foods,88.1,OUT002,1998,Small,Tier 3,Food Mart,1640.98
FD4710,9.81,Low Sugar,0.086,Starchy Foods,131.38,OUT001,1987,High,Tier 2,Supermarket Type1,2491.61
FD786,11.22,Low Sugar,0.064,Fruits and Vegetables,173.61,OUT004,2009,Medium,Tier 2,Supermarket Type2,3674.38
FD4515,12.54,Low Sugar,0.014,Dairy,140.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3285.79
FD3041,16.16,Low Sugar,0.029,Snack Foods,120.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,3711.26
FD8065,10.77,Low Sugar,0.035,Snack Foods,115.23,OUT001,1987,High,Tier 2,Supermarket Type1,2376.42
FD3881,11.85,Low Sugar,0.073,Baking Goods,135.85,OUT004,2009,Medium,Tier 2,Supermarket Type2,3043.0
NC8439,10.25,No Sugar,0.157,Household,126.38,OUT001,1987,High,Tier 2,Supermarket Type1,2488.06
FD4249,11.55,Low Sugar,0.017,Meat,129.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,2853.36
FD5268,13.3,Regular,0.053,Snack Foods,161.25,OUT004,2009,Medium,Tier 2,Supermarket Type2,3890.89
FD7810,9.64,Regular,0.039,Snack Foods,104.87,OUT002,1998,Small,Tier 3,Food Mart,1908.96
FD8564,13.18,Regular,0.048,Canned,163.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3907.26
FD151,15.15,Low Sugar,0.066,Snack Foods,196.83,OUT001,1987,High,Tier 2,Supermarket Type1,2769.49
FD2301,17.53,Low Sugar,0.08,Dairy,160.16,OUT003,1999,Medium,Tier 1,Departmental Store,4824.27
NC3336,17.81,No Sugar,0.01,Health and Hygiene,228.56,OUT003,1999,Medium,Tier 1,Departmental Store,6287.99
FD8520,7.25,Regular,0.009,Snack Foods,145.16,OUT002,1998,Small,Tier 3,Food Mart,2193.16
FD3650,13.92,Low Sugar,0.038,Fruits and Vegetables,145.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3717.2
FD2219,13.23,Low Sugar,0.071,Snack Foods,170.82,OUT001,1987,High,Tier 2,Supermarket Type1,4070.92
NC8338,12.26,No Sugar,0.094,Health and Hygiene,157.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3582.84
DR5383,11.49,Low Sugar,0.035,Soft Drinks,129.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,2826.07
NC5223,14.42,No Sugar,0.049,Household,141.39,OUT004,2009,Medium,Tier 2,Supermarket Type2,3736.65
NC1583,8.46,No Sugar,0.127,Household,122.55,OUT002,1998,Small,Tier 3,Food Mart,2004.35
FD1770,10.09,Low Sugar,0.071,Fruits and Vegetables,156.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3073.14
FD6725,16.38,Low Sugar,0.058,Fruits and Vegetables,177.66,OUT003,1999,Medium,Tier 1,Departmental Store,4922.69
FD2394,14.31,Regular,0.031,Snack Foods,140.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3693.69
FD7247,14.9,Regular,0.168,Frozen Foods,200.9,OUT003,1999,Medium,Tier 1,Departmental Store,5063.56
FD1886,6.3,Low Sugar,0.142,Canned,85.24,OUT002,1998,Small,Tier 3,Food Mart,753.53
NC1019,13.72,No Sugar,0.031,Household,160.86,OUT004,2009,Medium,Tier 2,Supermarket Type2,3976.92
FD2632,9.84,Regular,0.021,Dairy,106.54,OUT002,1998,Small,Tier 3,Food Mart,1989.09
FD6695,11.04,Low Sugar,0.019,Canned,99.51,OUT002,1998,Small,Tier 3,Food Mart,2116.79
DR7367,11.17,Regular,0.031,Soft Drinks,128.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,2740.16
NC7197,13.64,No Sugar,0.118,Household,136.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,3469.99
FD1307,8.87,Low Sugar,0.014,Fruits and Vegetables,161.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2887.99
NC774,11.05,No Sugar,0.128,Health and Hygiene,120.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,2553.48
FD7042,9.13,Low Sugar,0.113,Dairy,114.59,OUT002,1998,Small,Tier 3,Food Mart,1993.25
FD5574,10.61,Low Sugar,0.124,Fruits and Vegetables,152.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3106.52
FD7617,11.51,Regular,0.05,Canned,133.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,2912.59
FD7365,9.36,Regular,0.025,Frozen Foods,148.15,OUT004,2009,Medium,Tier 2,Supermarket Type2,2732.81
FD7392,9.58,Regular,0.011,Canned,143.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,2694.98
FD4444,15.45,Regular,0.06,Meat,155.79,OUT003,1999,Medium,Tier 1,Departmental Store,4264.59
FD7245,9.05,Regular,0.018,Baking Goods,191.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3557.99
NC8380,14.93,No Sugar,0.103,Household,114.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3308.02
FD4102,12.51,Regular,0.021,Fruits and Vegetables,163.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,3768.51
FD1209,15.74,Regular,0.092,Fruits and Vegetables,138.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3971.46
FD2735,14.6,Regular,0.124,Baking Goods,178.76,OUT001,1987,High,Tier 2,Supermarket Type1,4543.38
FD3791,15.09,Low Sugar,0.162,Fruits and Vegetables,140.83,OUT004,2009,Medium,Tier 2,Supermarket Type2,3877.64
NC1606,12.35,No Sugar,0.039,Household,166.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,3778.07
NC5882,12.23,No Sugar,0.015,Health and Hygiene,164.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3724.25
NC6569,13.63,No Sugar,0.06,Household,156.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3866.23
FD3474,18.76,Regular,0.028,Meat,180.76,OUT003,1999,Medium,Tier 1,Departmental Store,5522.58
FD5813,13.05,Low Sugar,0.04,Fruits and Vegetables,103.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,2642.99
FD3000,14.69,Regular,0.038,Fruits and Vegetables,188.15,OUT001,1987,High,Tier 2,Supermarket Type1,4754.43
FD4770,14.64,Low Sugar,0.053,Dairy,152.11,OUT001,1987,High,Tier 2,Supermarket Type1,4006.94
NC2357,13.57,No Sugar,0.123,Household,157.0,OUT004,2009,Medium,Tier 2,Supermarket Type2,3864.47
FD3300,11.9,Regular,0.076,Fruits and Vegetables,136.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3070.39
FD7045,15.59,Low Sugar,0.108,Fruits and Vegetables,156.67,OUT003,1999,Medium,Tier 1,Departmental Store,4314.62
FD8111,7.97,Regular,0.025,Dairy,125.26,OUT002,1998,Small,Tier 3,Food Mart,1949.94
FD1871,12.98,Regular,0.043,Breakfast,137.31,OUT004,2009,Medium,Tier 2,Supermarket Type2,3328.49
FD134,11.48,Low Sugar,0.049,Canned,87.21,OUT003,1999,Medium,Tier 1,Departmental Store,5455.68
FD4871,12.98,Low Sugar,0.046,Baking Goods,110.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,2780.32
DR7833,14.65,Low Sugar,0.013,Soft Drinks,168.93,OUT003,1999,Medium,Tier 1,Departmental Store,4353.66
FD8176,12.17,Low Sugar,0.158,Snack Foods,112.14,OUT004,2009,Medium,Tier 2,Supermarket Type2,2629.45
FD8670,12.11,Regular,0.282,Frozen Foods,125.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,2883.12
NC5944,11.86,No Sugar,0.158,Household,129.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,2908.09
FD2313,13.48,Low Sugar,0.056,Snack Foods,136.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3413.63
FD3618,5.13,Low Sugar,0.066,Canned,137.69,OUT002,1998,Small,Tier 3,Food Mart,1561.06
FD5702,11.82,Regular,0.047,Meat,76.55,OUT002,1998,Small,Tier 3,Food Mart,1823.47
FD3468,14.96,Low Sugar,0.034,Dairy,159.93,OUT003,1999,Medium,Tier 1,Departmental Store,4237.55
FD6092,15.99,Regular,0.089,Snack Foods,211.19,OUT003,1999,Medium,Tier 1,Departmental Store,5520.9
FD7382,14.14,Low Sugar,0.052,Dairy,173.78,OUT003,1999,Medium,Tier 1,Departmental Store,4335.88
FD4369,15.15,Regular,0.065,Baking Goods,213.31,OUT003,1999,Medium,Tier 1,Departmental Store,5374.15
FD4101,15.78,Low Sugar,0.024,Fruits and Vegetables,176.85,OUT001,1987,High,Tier 2,Supermarket Type1,4769.29
FD5439,8.82,Low Sugar,0.077,Dairy,88.15,OUT002,1998,Small,Tier 3,Food Mart,1381.86
DR1235,13.79,Regular,0.034,Soft Drinks,134.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3458.63
NC3792,15.37,No Sugar,0.118,Health and Hygiene,194.52,OUT003,1999,Medium,Tier 1,Departmental Store,5038.36
FD168,9.99,Low Sugar,0.007,Frozen Foods,137.08,OUT004,2009,Medium,Tier 2,Supermarket Type2,2452.31
FD8563,15.64,Low Sugar,0.223,Dairy,154.17,OUT003,1999,Medium,Tier 1,Departmental Store,4273.66
NC1721,13.37,No Sugar,0.026,Others,147.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3622.25
FD7199,8.26,Regular,0.063,Baking Goods,86.98,OUT002,1998,Small,Tier 3,Food Mart,1232.0
FD2957,15.15,Regular,0.035,Baking Goods,149.24,OUT001,1987,High,Tier 2,Supermarket Type1,4062.89
FD6075,15.95,Regular,0.085,Baking Goods,198.93,OUT003,1999,Medium,Tier 1,Departmental Store,5261.1
FD4099,8.95,Low Sugar,0.056,Snack Foods,128.82,OUT002,1998,Small,Tier 3,Food Mart,2244.12
NC216,10.37,No Sugar,0.113,Household,89.66,OUT001,1987,High,Tier 2,Supermarket Type1,3222.72
DR6498,13.99,Low Sugar,0.036,Soft Drinks,129.5,OUT004,2009,Medium,Tier 2,Supermarket Type2,3397.49
FD1067,14.47,Regular,0.01,Fruits and Vegetables,145.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3835.95
FD4676,12.91,Low Sugar,0.023,Snack Foods,176.48,OUT001,1987,High,Tier 2,Supermarket Type1,4112.86
FD6790,11.85,Low Sugar,0.095,Baking Goods,168.44,OUT004,2009,Medium,Tier 2,Supermarket Type2,3709.85
FD762,10.91,Low Sugar,0.021,Frozen Foods,224.28,OUT001,1987,High,Tier 2,Supermarket Type1,4640.51
NC1366,12.32,No Sugar,0.042,Health and Hygiene,138.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,3192.75
DR4823,9.99,Regular,0.052,Soft Drinks,130.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2506.61
NC4838,8.8,No Sugar,0.141,Health and Hygiene,98.38,OUT002,1998,Small,Tier 3,Food Mart,1587.57
FD1839,15.34,Low Sugar,0.057,Snack Foods,172.37,OUT001,1987,High,Tier 2,Supermarket Type1,4579.39
FD6807,15.74,Low Sugar,0.178,Frozen Foods,174.62,OUT001,1987,High,Tier 2,Supermarket Type1,4715.73
NC4340,11.33,No Sugar,0.177,Health and Hygiene,103.49,OUT002,1998,Small,Tier 3,Food Mart,2262.79
FD4443,11.16,Low Sugar,0.041,Fruits and Vegetables,127.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,2707.84
FD1141,11.21,Low Sugar,0.048,Fruits and Vegetables,166.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3535.15
FD2157,9.88,Low Sugar,0.051,Fruits and Vegetables,123.76,OUT001,1987,High,Tier 2,Supermarket Type1,2351.4
FD6864,11.01,Low Sugar,0.044,Fruits and Vegetables,131.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,2755.69
FD2697,16.43,Low Sugar,0.086,Frozen Foods,153.73,OUT003,1999,Medium,Tier 1,Departmental Store,4443.28
FD4584,20.3,Low Sugar,0.081,Snack Foods,234.78,OUT003,1999,Medium,Tier 1,Departmental Store,6977.43
DR8402,13.53,Regular,0.041,Soft Drinks,171.77,OUT001,1987,High,Tier 2,Supermarket Type1,4158.73
FD115,12.24,Regular,0.024,Snack Foods,173.79,OUT004,2009,Medium,Tier 2,Supermarket Type2,4900.62
DR1599,11.78,Regular,0.022,Hard Drinks,117.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,2644.54
FD5381,10.26,Low Sugar,0.038,Fruits and Vegetables,116.88,OUT002,1998,Small,Tier 3,Food Mart,2295.41
FD3515,12.2,Low Sugar,0.04,Snack Foods,101.93,OUT001,1987,High,Tier 2,Supermarket Type1,2427.22
FD7720,13.23,Regular,0.162,Fruits and Vegetables,174.14,OUT001,1987,High,Tier 2,Supermarket Type1,4137.97
FD6219,11.83,Low Sugar,0.05,Canned,141.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3144.2
NC3879,14.39,No Sugar,0.074,Household,83.04,OUT004,2009,Medium,Tier 2,Supermarket Type2,2536.72
FD5071,15.68,Regular,0.05,Snack Foods,167.02,OUT001,1987,High,Tier 2,Supermarket Type1,4547.13
FD1730,15.43,Low Sugar,0.196,Starchy Foods,179.02,OUT001,1987,High,Tier 2,Supermarket Type1,4735.32
FD5851,10.77,Regular,0.066,Baking Goods,114.34,OUT001,1987,High,Tier 2,Supermarket Type1,2359.43
FD2440,12.92,Low Sugar,0.092,Canned,165.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,3895.3
FD7981,11.85,Low Sugar,0.076,Fruits and Vegetables,109.2,OUT001,1987,High,Tier 2,Supermarket Type1,2498.03
FD1022,10.06,Low Sugar,0.057,Breads,117.24,OUT002,1998,Small,Tier 3,Food Mart,2258.73
FD5296,12.81,Regular,0.081,Meat,131.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3162.05
FD6202,18.95,Low Sugar,0.057,Dairy,165.98,OUT003,1999,Medium,Tier 1,Departmental Store,5264.59
DR586,14.49,Low Sugar,0.061,Soft Drinks,161.24,OUT001,1987,High,Tier 2,Supermarket Type1,2910.78
FD1587,12.38,Low Sugar,0.046,Snack Foods,176.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3996.93
FD8750,11.95,Regular,0.093,Baking Goods,176.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3893.54
NC2767,10.79,No Sugar,0.049,Health and Hygiene,109.32,OUT002,1998,Small,Tier 3,Food Mart,2261.14
FD1605,12.41,Low Sugar,0.063,Baking Goods,188.88,OUT003,1999,Medium,Tier 1,Departmental Store,4255.88
FD6892,13.3,Regular,0.106,Snack Foods,138.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3432.65
NC2391,12.9,No Sugar,0.076,Household,111.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,2783.42
FD8332,15.93,Low Sugar,0.106,Snack Foods,184.84,OUT003,1999,Medium,Tier 1,Departmental Store,4967.16
FD8672,9.72,Low Sugar,0.075,Fruits and Vegetables,107.95,OUT002,1998,Small,Tier 3,Food Mart,1990.47
DR1590,14.2,Low Sugar,0.049,Soft Drinks,149.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3847.88
FD3486,12.56,Regular,0.019,Canned,185.11,OUT003,1999,Medium,Tier 1,Departmental Store,4210.57
FD6453,9.41,Low Sugar,0.055,Snack Foods,139.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,2569.44
FD7336,11.17,Low Sugar,0.021,Baking Goods,139.06,OUT004,2009,Medium,Tier 2,Supermarket Type2,2954.39
FD7852,13.87,Low Sugar,0.115,Snack Foods,157.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3950.89
FD3656,17.39,Low Sugar,0.034,Fruits and Vegetables,170.91,OUT003,1999,Medium,Tier 1,Departmental Store,5011.32
FD4509,11.41,Low Sugar,0.029,Fruits and Vegetables,140.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,3034.07
FD4563,12.69,Regular,0.049,Starchy Foods,167.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,3881.48
FD2643,12.17,Low Sugar,0.155,Frozen Foods,123.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,2867.68
FD5124,10.15,Low Sugar,0.108,Baking Goods,131.3,OUT004,2009,Medium,Tier 2,Supermarket Type2,2564.81
FD6583,14.47,Regular,0.147,Fruits and Vegetables,138.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3690.05
